100.305	378
100.683	367.101
101.058	360.337
101.435	358.339
101.81	353.371
102.188	369.191
102.565	369.78
102.94	369
103.317	362.854
103.692	364.847
104.07	376.544
104.447	368.961
104.822	382.05
105.199	369.158
105.574	369.208
105.951	368.854
106.328	371.023
106.703	373.304
107.08	374.779
107.455	373.556
107.833	366.996
108.207	377.236
108.584	371.82
108.961	368.912
109.336	367.226
109.713	368.594
110.088	370.663
110.465	370.888
110.84	364.025
111.217	367.703
111.592	372.418
111.969	372.146
112.343	366.483
112.72	371.434
113.095	362.813
113.472	368.684
113.847	366.657
114.223	369.122
114.6	373.483
114.975	373.618
115.349	373.369
115.726	371.902
116.101	369.977
116.477	370.871
116.852	370.225
117.229	370.49
117.603	374.777
117.98	375.098
118.354	370.101
118.731	367.682
119.106	371.798
119.482	369.887
119.857	371.276
120.233	370.515
120.608	368.063
120.982	373.085
121.359	375.462
121.733	378.788
122.109	372.42
122.484	369.669
122.86	372.337
123.235	376.142
123.609	372.411
123.985	376.047
124.36	376.687
124.736	371.672
125.11	365.446
125.484	370.353
125.861	373.926
126.235	373.613
126.611	375.351
126.985	372.645
127.36	374.715
127.736	377.545
128.11	375.914
128.484	372.046
128.86	369.449
129.234	374.635
129.611	373.983
129.985	378.532
130.359	370.905
130.735	373.209
131.109	379.162
131.483	377.501
131.859	374.303
132.233	372.528
132.607	375.118
132.983	373.603
133.357	370.812
133.731	373.324
134.105	376.431
134.481	369.327
134.854	367.138
135.228	369.257
135.604	373.845
135.978	379.308
136.352	372.51
136.728	372.601
137.102	365.172
137.475	372.482
137.849	375.502
138.225	376.014
138.599	374.158
138.972	374.16
139.346	383.648
139.722	384.868
140.095	382.688
140.469	376.208
140.843	382.389
141.218	374.011
141.592	368.497
141.965	377.841
142.339	384.246
142.715	381.355
143.088	384.138
143.462	390.054
143.835	386.775
144.209	366.411
144.584	373.158
144.958	375.995
145.331	371.815
145.705	375.373
146.078	375.725
146.454	373.706
146.827	370.589
147.2	373.608
147.574	370.878
147.947	377.72
148.32	372.396
148.696	370.559
149.069	373.628
149.442	375.294
149.816	372.239
150.189	369.78
150.562	371.854
150.935	374.456
151.311	368.537
151.684	378.539
152.057	366.017
152.43	378.693
152.803	371.976
153.176	372.93
153.549	369.381
153.922	369.293
154.298	373.901
154.671	376.148
155.044	378.526
155.417	374.162
155.79	370.081
156.163	372.813
156.536	376.478
156.909	375.481
157.282	375.724
157.655	367.672
158.028	370.383
158.403	375.318
158.776	367.211
159.148	369.748
159.521	368.849
159.894	372.113
160.267	372.158
160.64	374.589
161.013	375.829
161.385	379.854
161.758	371.348
162.131	374.262
162.504	377.524
162.876	370.999
163.249	372.482
163.622	375.085
163.995	379.684
164.367	372.045
164.74	369.031
165.112	370.821
165.485	368.039
165.858	375.614
166.23	374.498
166.603	373.225
166.975	378.122
167.348	371.736
167.721	368.171
168.093	373.768
168.466	374.761
168.838	377.064
169.211	375.297
169.583	378.039
169.956	373.1
170.328	376.389
170.7	377.727
171.073	374.332
171.445	372.484
171.815	374.239
172.188	378.455
172.56	376.51
172.932	375.593
173.305	375.348
173.677	377.134
174.049	366.898
174.422	367.05
174.794	376.01
175.166	373.679
175.538	376.172
175.908	375.382
176.281	374.017
176.653	378.596
177.025	373.647
177.397	375.108
177.769	372.484
178.141	372.486
178.514	372.693
178.883	368.782
179.256	369.666
179.628	372.468
180	372.821
180.372	375.752
180.744	375.733
181.116	372.834
181.486	375.187
181.858	370.206
182.23	376.809
182.601	377.229
182.973	378.558
183.343	372.469
183.715	375.417
184.087	371.147
184.459	374.898
184.831	373.327
185.2	372.514
185.572	372.942
185.944	374.726
186.316	368.195
186.688	371.65
187.057	375.617
187.429	379.887
187.801	377.105
188.173	377.38
188.542	380.87
188.914	374.99
189.285	379.38
189.657	376.07
190.027	379.569
190.398	378.031
190.77	378.72
191.142	371.696
191.511	370.463
191.883	372.045
192.254	369.247
192.626	368.951
192.995	370.563
193.367	373.963
193.738	376.587
194.107	378.035
194.479	376.612
194.85	374.38
195.222	372.865
195.591	381.741
195.963	383.35
196.334	372.479
196.703	373.843
197.075	368.096
197.446	376.731
197.815	371.002
198.187	375.324
198.558	376.332
198.927	378.254
199.298	377.627
199.67	379.372
200.039	373.01
200.41	370.418
200.781	373.9
201.15	373.948
201.521	376.09
201.89	380.727
202.262	374.465
202.633	373.567
203.002	375.922
203.373	375.997
203.744	380.364
204.113	376.71
204.484	371.5
204.853	372.254
205.224	371.376
205.595	376.459
205.964	374.411
206.335	365.826
206.704	376.199
207.075	375.726
207.444	374.782
207.815	379.513
208.186	375.9
208.554	371.275
208.925	377.715
209.294	381.808
209.665	377.884
210.034	370.67
210.404	382.218
210.773	374.731
211.144	379.159
211.513	366.208
211.883	376.919
212.252	378.019
212.623	376.969
212.991	380.695
213.362	373.631
213.733	378.612
214.101	374.487
214.472	376.774
214.841	378.34
215.211	372.478
215.58	379.458
215.948	374.799
216.319	371.502
216.687	371.012
217.058	381.296
217.426	371.613
217.797	374.531
218.165	381.034
218.536	378.26
218.904	376.282
219.275	374.155
219.643	373.088
220.014	382.59
220.382	373.766
220.75	372.639
221.121	372.076
221.489	380.196
221.859	374.725
222.227	381.458
222.598	375.137
222.966	380.647
223.334	377.784
223.705	376.853
224.073	374.249
224.443	379.335
224.811	381.401
225.179	375.985
225.55	375.739
225.918	372.891
226.286	377.544
226.656	381.002
227.024	376.428
227.394	372.959
227.762	376.691
228.13	371.539
228.5	379.784
228.868	381.327
229.236	377.035
229.606	380.014
229.974	375.234
230.342	382.133
230.712	377.5
231.08	370.798
231.448	376.485
231.818	372.853
232.186	374.674
232.554	377.84
232.924	377.683
233.292	379.693
233.659	375.074
234.029	375.865
234.397	380.262
234.765	377.983
235.133	379.455
235.502	378.13
235.87	378.363
236.238	378.727
236.608	375.234
236.975	378.072
237.343	383.899
237.711	380.995
238.08	377.293
238.448	376.82
238.815	376.66
239.183	374.112
239.553	379.268
239.92	375.09
240.288	374.793
240.655	385.511
241.023	382.669
241.392	382.513
241.76	376.469
242.127	380.584
242.495	379.087
242.864	374.281
243.232	373.448
243.599	376.934
243.967	373.571
244.334	380.269
244.703	376.698
245.071	376.361
245.438	378.512
245.805	373.712
246.173	382.233
246.54	379.248
246.909	382.013
247.277	378.406
247.644	377.548
248.011	379.968
248.378	374.142
248.746	376.23
249.113	379.765
249.482	379.973
249.849	376.968
250.216	376.962
250.584	377.324
250.951	375.176
251.318	371.903
251.685	380.843
252.052	379.5
252.421	375.588
252.788	379.101
253.155	381.66
253.522	379.482
253.889	373.931
254.256	377.991
254.623	383.18
254.99	377.066
255.357	374.435
255.724	376.111
256.091	375.941
256.458	381.711
256.827	376.567
257.194	373.339
257.561	372.852
257.927	379.745
258.294	378.258
258.661	375.234
259.028	381.054
259.395	380.868
259.761	379.31
260.128	381.615
260.495	379.505
260.862	377.073
261.228	383.002
261.595	387.221
261.962	378.697
262.328	377.812
262.695	386.318
263.062	374.887
263.428	377.774
263.795	378.253
264.161	380.714
264.528	374.789
264.895	379.846
265.261	384.591
265.628	372.204
265.994	373.661
266.361	381.954
266.727	378.049
267.094	375.174
267.46	378.856
267.827	382.732
268.193	381.043
268.557	377.683
268.924	379.557
269.29	383.318
269.657	384.834
270.023	378.27
270.389	383.077
270.756	381.572
271.122	376.977
271.488	374
271.855	384.182
272.221	374.831
272.587	377.366
272.951	378.751
273.317	381.996
273.684	384.643
274.05	378.181
274.416	387.46
274.782	380.833
275.148	373.562
275.515	374.207
275.879	380.886
276.245	378.879
276.611	383.477
276.977	377.348
277.343	380.259
277.709	383.986
278.075	382.118
278.439	380.985
278.805	376.213
279.171	383.496
279.537	381.43
279.903	379.093
280.269	388.886
280.633	392.529
280.999	379.736
281.365	381.051
281.731	385.814
282.096	377.765
282.46	377.136
282.826	381.856
283.192	378.619
283.558	373.18
283.921	384.826
284.287	382.586
284.653	377.932
285.019	375.313
285.385	377.051
285.748	372.423
286.114	372.785
286.48	378.921
286.845	376.984
287.209	381.085
287.575	378.414
287.94	382.628
288.306	387.11
288.669	380.831
289.035	377.108
289.401	374.917
289.764	384.274
290.13	389.537
290.495	384.583
290.861	380.324
291.224	382.665
291.59	380.767
291.955	375.43
292.319	383.081
292.684	380.389
293.05	383.205
293.413	379.418
293.778	377.888
294.144	381.44
294.507	386.882
294.872	387.847
295.238	380.149
295.601	380.211
295.966	381.533
296.332	381.04
296.695	376.661
297.06	384.314
297.426	384.914
297.789	382.384
298.154	379.438
298.517	379.937
298.882	388.479
299.248	389.816
299.611	386.213
299.976	380.225
300.339	376.994
300.704	374.613
301.069	382.041
301.432	385.54
301.797	383.078
302.16	373.104
302.525	377.841
302.699	380.773
303.066	384.58
303.431	382.016
303.798	381.681
304.165	377.385
304.532	369.522
304.897	384.369
305.264	381.003
305.631	384.422
305.996	374.606
306.363	379.846
306.73	377.781
307.095	380.117
307.462	384.116
307.829	381.819
308.194	389.47
308.561	381.626
308.928	385.427
309.292	380.462
309.659	382.479
310.026	383.74
310.391	391.029
310.758	382.606
311.125	385.307
311.489	382.699
311.856	381.231
312.221	377.787
312.588	383.652
312.954	389.798
313.319	384.032
313.686	381.26
314.05	378.675
314.417	388.796
314.784	377.478
315.148	386.102
315.515	380.653
315.88	381.629
316.246	386.746
316.613	375.997
316.977	380.215
317.344	383.08
317.708	375.372
318.075	380.279
318.439	378.267
318.806	383.114
319.17	382.705
319.537	381.87
319.903	380.527
320.268	388.948
320.634	380.733
320.998	379.741
321.365	374.652
321.729	385.293
322.096	372.712
322.46	381.766
322.826	381.902
323.19	382.239
323.557	383.92
323.921	381.868
324.287	382.873
324.651	380.484
325.018	380.99
325.382	385.378
325.748	383.355
326.112	383.585
326.479	383.441
326.843	387.909
327.209	377.831
327.573	377.44
327.939	381.837
328.303	388.69
328.667	386.26
329.033	376.317
329.397	385.341
329.763	378.486
330.127	383.208
330.493	384.028
330.857	380.649
331.223	377.795
331.587	377.425
331.951	385.825
332.317	375.783
332.681	383.52
333.047	388.794
333.411	383.991
333.775	378.338
334.141	377.352
334.505	378.572
334.87	391.262
335.234	384.255
335.598	376.34
335.964	386.536
336.328	386.719
336.693	376.194
337.057	381.77
337.421	377.002
337.787	378.862
338.15	376.805
338.514	379.808
338.88	386.366
339.243	387.456
339.607	382.061
339.973	386.487
340.336	380.882
340.7	376.931
341.065	380.791
341.429	374.874
341.792	378.902
342.158	382.509
342.522	385.618
342.885	372.925
343.251	374.078
343.614	376.538
343.977	379.588
344.341	382.161
344.706	389.879
345.07	386.853
345.433	384.944
345.799	383.398
346.162	391.202
346.525	382.647
346.889	386.376
347.254	391.122
347.617	379.885
347.981	378.139
348.344	385.236
348.709	381.307
349.072	380.401
349.436	378.642
349.799	377.265
350.164	383.886
350.527	378.909
350.891	379.206
351.254	379.094
351.617	375.405
351.982	384.97
352.345	379.097
352.708	382.433
353.071	384.138
353.436	383.647
353.8	384.156
354.163	383.184
354.526	387.627
354.889	387.6
355.252	391.573
355.617	382.338
355.98	380.608
356.343	385.195
356.706	385.59
357.069	386.821
357.431	390.032
357.796	390.708
358.159	387.746
358.522	388.322
358.885	383.034
359.248	384.785
359.611	386.616
359.973	381.019
360.338	382.595
360.701	377.928
361.064	380.513
361.427	386.71
361.789	383.442
362.152	379.651
362.515	383.225
362.878	384.876
363.24	391.598
363.605	386.869
363.968	385.424
364.33	387.492
364.693	381.044
365.056	381.261
365.418	389.109
365.781	386.136
366.143	385.175
366.506	380.3
366.868	383.009
367.231	389.155
367.593	392.729
367.956	389.647
368.318	387.525
368.681	389.227
369.043	388.981
369.408	386.017
369.77	381.047
370.133	381.876
370.495	386.859
370.857	386.323
371.22	390.069
371.582	386.699
371.945	387.039
372.307	383.399
372.669	388.315
373.031	381.09
373.394	391.489
373.756	389.095
374.118	383.107
374.481	379.162
